game,season,home_team,away_team,starting_min,home_0,home_1,home_2,home_3,home_4,away_0,away_1,away_2,away_3,away_4
201201130HOU,2012,SAC,HOU,13,Donte Greene,Francisco Garcia,Isaiah Thomas,Jason Thompson,Tyreke Evans,Chase Budinger,Goran Dragic,Jordan Hill,Kevin Martin,Patrick Patterson
201201130HOU,2012,SAC,HOU,15,Donte Greene,Francisco Garcia,Isaiah Thomas,Jason Thompson,Tyreke Evans,Chase Budinger,Kevin Martin,Kyle Lowry,Luis Scola,Samuel Dalembert
201201130HOU,2012,HOU,SAC,18,Chandler Parsons,Chase Budinger,Kevin Martin,Kyle Lowry,Samuel Dalembert,Donte Greene,Francisco Garcia,Isaiah Thomas,Jason Thompson,John Salmons
201201130HOU,2012,HOU,SAC,22,Chandler Parsons,Chase Budinger,Goran Dragic,Kevin Martin,Luis Scola,DeMarcus Cousins,Donte Greene,Francisco Garcia,Isaiah Thomas,John Salmons
201201130HOU,2012,SAC,HOU,24,DeMarcus Cousins,Donte Greene,Francisco Garcia,John Salmons,Tyreke Evans,Chandler Parsons,Chase Budinger,Goran Dragic,Kyle Lowry,Luis Scola
201201130HOU,2012,HOU,SAC,25,Chandler Parsons,Kevin Martin,Kyle Lowry,Luis Scola,Samuel Dalembert,DeMarcus Cousins,J.J. Hickson,Jimmer Fredette,John Salmons,Tyreke Evans
201201130HOU,2012,SAC,HOU,30,Donte Greene,J.J. Hickson,Jimmer Fredette,John Salmons,Tyreke Evans,Chandler Parsons,Kevin Martin,Kyle Lowry,Luis Scola,Samuel Dalembert
201201130HOU,2012,HOU,SAC,33,Chandler Parsons,Goran Dragic,Kyle Lowry,Patrick Patterson,Samuel Dalembert,Donte Greene,J.J. Hickson,Jimmer Fredette,John Salmons,Tyreke Evans
201201130HOU,2012,HOU,SAC,34,Chandler Parsons,Goran Dragic,Jordan Hill,Kyle Lowry,Patrick Patterson,Donte Greene,Isaiah Thomas,J.J. Hickson,John Salmons,Tyreke Evans
201201130HOU,2012,SAC,HOU,37,Donte Greene,Francisco Garcia,Isaiah Thomas,J.J. Hickson,Tyreke Evans,Chandler Parsons,Goran Dragic,Jordan Hill,Kyle Lowry,Patrick Patterson
201201130HOU,2012,HOU,SAC,39,Chase Budinger,Goran Dragic,Jordan Hill,Kevin Martin,Patrick Patterson,Donte Greene,Francisco Garcia,Isaiah Thomas,Jason Thompson,Tyreke Evans
201201130HOU,2012,SAC,HOU,42,Donte Greene,Francisco Garcia,Isaiah Thomas,Jason Thompson,Tyreke Evans,Chase Budinger,Kevin Martin,Kyle Lowry,Luis Scola,Samuel Dalembert
201201130HOU,2012,HOU,SAC,43,Chase Budinger,Kevin Martin,Kyle Lowry,Luis Scola,Samuel Dalembert,Isaiah Thomas,J.J. Hickson,Jason Thompson,John Salmons,Tyreke Evans
201201130HOU,2012,HOU,SAC,46,Chandler Parsons,Kevin Martin,Kyle Lowry,Luis Scola,Samuel Dalembert,Donte Greene,Isaiah Thomas,Jason Thompson,John Salmons,Tyreke Evans
201201140DAL,2012,DAL,SAC,0,Brendan Haywood,Delonte West,Dirk Nowitzki,Jason Kidd,Shawn Marion,DeMarcus Cousins,J.J. Hickson,John Salmons,Marcus Thornton,Tyreke Evans
201201140DAL,2012,DAL,SAC,7,Ian Mahinmi,Jason Kidd,Jason Terry,Lamar Odom,Vince Carter,DeMarcus Cousins,J.J. Hickson,John Salmons,Marcus Thornton,Tyreke Evans
201201140DAL,2012,DAL,SAC,11,Ian Mahinmi,Jason Terry,Lamar Odom,Rodrigue Beaubois,Vince Carter,DeMarcus Cousins,J.J. Hickson,John Salmons,Marcus Thornton,Tyreke Evans
201201140DAL,2012,SAC,DAL,12,DeMarcus Cousins,Donte Greene,Francisco Garcia,Jimmer Fredette,Tyreke Evans,Ian Mahinmi,Jason Terry,Lamar Odom,Rodrigue Beaubois,Vince Carter
201201140DAL,2012,DAL,SAC,13,Ian Mahinmi,Jason Terry,Lamar Odom,Rodrigue Beaubois,Vince Carter,Donte Greene,Francisco Garcia,Jason Thompson,Jimmer Fredette,Tyreke Evans
201201140DAL,2012,DAL,SAC,16,Brandan Wright,Dirk Nowitzki,Jason Terry,Rodrigue Beaubois,Vince Carter,Donte Greene,Francisco Garcia,Isaiah Thomas,Jason Thompson,Jimmer Fredette
201201140DAL,2012,SAC,DAL,17,Donte Greene,Francisco Garcia,Isaiah Thomas,Jason Thompson,Jimmer Fredette,Brandan Wright,Delonte West,Dirk Nowitzki,Jason Kidd,Vince Carter
201201140DAL,2012,DAL,SAC,18,Brandan Wright,Delonte West,Dirk Nowitzki,Jason Kidd,Vince Carter,Isaiah Thomas,Jason Thompson,Marcus Thornton,Travis Outlaw,Tyreke Evans
201201140DAL,2012,DAL,SAC,19,Brendan Haywood,Delonte West,Dirk Nowitzki,Jason Kidd,Shawn Marion,DeMarcus Cousins,Isaiah Thomas,Marcus Thornton,Travis Outlaw,Tyreke Evans
201201140DAL,2012,SAC,DAL,21,DeMarcus Cousins,John Salmons,Marcus Thornton,Travis Outlaw,Tyreke Evans,Brendan Haywood,Delonte West,Dirk Nowitzki,Jason Kidd,Shawn Marion
201201140DAL,2012,DAL,SAC,22,Brendan Haywood,Delonte West,Dirk Nowitzki,Jason Terry,Shawn Marion,DeMarcus Cousins,John Salmons,Marcus Thornton,Travis Outlaw,Tyreke Evans
201201140DAL,2012,DAL,SAC,23,Delonte West,Ian Mahinmi,Jason Terry,Lamar Odom,Shawn Marion,DeMarcus Cousins,J.J. Hickson,John Salmons,Marcus Thornton,Tyreke Evans
201201140DAL,2012,SAC,DAL,26,DeMarcus Cousins,J.J. Hickson,John Salmons,Marcus Thornton,Tyreke Evans,Brendan Haywood,Delonte West,Dirk Nowitzki,Jason Kidd,Shawn Marion
201201140DAL,2012,SAC,DAL,29,DeMarcus Cousins,Francisco Garcia,J.J. Hickson,John Salmons,Marcus Thornton,Delonte West,Dirk Nowitzki,Jason Kidd,Shawn Marion,Yi Jianlian
201201140DAL,2012,SAC,DAL,32,DeMarcus Cousins,Francisco Garcia,Jason Thompson,Jimmer Fredette,Marcus Thornton,Jason Kidd,Jason Terry,Lamar Odom,Shawn Marion,Yi Jianlian
201201140DAL,2012,DAL,SAC,33,Ian Mahinmi,Jason Kidd,Jason Terry,Lamar Odom,Vince Carter,DeMarcus Cousins,Francisco Garcia,Jason Thompson,Jimmer Fredette,Marcus Thornton
201201140DAL,2012,SAC,DAL,36,Donte Greene,Francisco Garcia,Jason Thompson,Jimmer Fredette,Marcus Thornton,Ian Mahinmi,Jason Kidd,Jason Terry,Lamar Odom,Vince Carter
201201140DAL,2012,DAL,SAC,39,Ian Mahinmi,Jason Terry,Lamar Odom,Rodrigue Beaubois,Vince Carter,Donte Greene,Jason Thompson,Jimmer Fredette,Marcus Thornton,Tyreke Evans
201201140DAL,2012,DAL,SAC,40,Jason Terry,Lamar Odom,Rodrigue Beaubois,Vince Carter,Yi Jianlian,Donte Greene,Francisco Garcia,J.J. Hickson,Jimmer Fredette,Tyreke Evans
201201140DAL,2012,SAC,DAL,43,Donte Greene,Francisco Garcia,J.J. Hickson,Jimmer Fredette,Tyreke Evans,Brian Cardinal,Lamar Odom,Rodrigue Beaubois,Vince Carter,Yi Jianlian
201201140DAL,2012,DAL,SAC,44,Brandan Wright,Brian Cardinal,Rodrigue Beaubois,Vince Carter,Yi Jianlian,Donte Greene,Francisco Garcia,Isaiah Thomas,J.J. Hickson,Jimmer Fredette
201201140DAL,2012,DAL,SAC,45,Brandan Wright,Brian Cardinal,Rodrigue Beaubois,Vince Carter,Yi Jianlian,Donte Greene,Francisco Garcia,Isaiah Thomas,Jason Thompson,Jimmer Fredette
201201160MIN,2012,SAC,MIN,0,DeMarcus Cousins,J.J. Hickson,John Salmons,Marcus Thornton,Tyreke Evans,Darko Milicic,Kevin Love,Luke Ridnour,Ricky Rubio,Wesley Johnson
201201160MIN,2012,MIN,SAC,9,Kevin Love,Luke Ridnour,Nikola Pekovic,Ricky Rubio,Wesley Johnson,DeMarcus Cousins,Jason Thompson,John Salmons,Marcus Thornton,Tyreke Evans
201201160MIN,2012,MIN,SAC,10,Kevin Love,Luke Ridnour,Nikola Pekovic,Wayne Ellington,Wesley Johnson,DeMarcus Cousins,Jason Thompson,John Salmons,Marcus Thornton,Tyreke Evans
201201160MIN,2012,SAC,MIN,12,Donte Greene,Jason Thompson,John Salmons,Marcus Thornton,Tyreke Evans,Derrick Williams,Kevin Love,Luke Ridnour,Wayne Ellington,Wesley Johnson
201201160MIN,2012,SAC,MIN,13,Donte Greene,Francisco Garcia,Jason Thompson,Jimmer Fredette,Marcus Thornton,Derrick Williams,Kevin Love,Luke Ridnour,Wayne Ellington,Wesley Johnson
201201160MIN,2012,MIN,SAC,15,Anthony Randolph,Anthony Tolliver,Derrick Williams,Ricky Rubio,Wayne Ellington,Donte Greene,Francisco Garcia,Jason Thompson,Jimmer Fredette,Tyreke Evans
201201160MIN,2012,SAC,MIN,18,Francisco Garcia,J.J. Hickson,Jason Thompson,Jimmer Fredette,Tyreke Evans,Anthony Randolph,Anthony Tolliver,Derrick Williams,Ricky Rubio,Wayne Ellington
201201160MIN,2012,SAC,MIN,21,Francisco Garcia,J.J. Hickson,Jason Thompson,Jimmer Fredette,Tyreke Evans,Anthony Randolph,Anthony Tolliver,Kevin Love,Luke Ridnour,Ricky Rubio
201201160MIN,2012,SAC,MIN,22,Francisco Garcia,J.J. Hickson,Jason Thompson,Marcus Thornton,Tyreke Evans,Anthony Randolph,Kevin Love,Luke Ridnour,Ricky Rubio,Wesley Johnson
201201160MIN,2012,SAC,MIN,23,DeMarcus Cousins,Francisco Garcia,Jason Thompson,Marcus Thornton,Tyreke Evans,Kevin Love,Luke Ridnour,Nikola Pekovic,Ricky Rubio,Wesley Johnson
201201160MIN,2012,SAC,MIN,24,DeMarcus Cousins,Francisco Garcia,J.J. Hickson,Marcus Thornton,Tyreke Evans,Kevin Love,Luke Ridnour,Nikola Pekovic,Ricky Rubio,Wesley Johnson
201201160MIN,2012,MIN,SAC,25,Darko Milicic,Kevin Love,Luke Ridnour,Ricky Rubio,Wesley Johnson,DeMarcus Cousins,J.J. Hickson,John Salmons,Marcus Thornton,Tyreke Evans
201201160MIN,2012,SAC,MIN,33,DeMarcus Cousins,Jason Thompson,John Salmons,Marcus Thornton,Tyreke Evans,Kevin Love,Luke Ridnour,Nikola Pekovic,Ricky Rubio,Wesley Johnson
201201160MIN,2012,MIN,SAC,34,Kevin Love,Luke Ridnour,Nikola Pekovic,Wayne Ellington,Wesley Johnson,DeMarcus Cousins,Jason Thompson,John Salmons,Marcus Thornton,Tyreke Evans
201201160MIN,2012,SAC,MIN,35,Donte Greene,Jason Thompson,John Salmons,Marcus Thornton,Tyreke Evans,Kevin Love,Luke Ridnour,Nikola Pekovic,Wayne Ellington,Wesley Johnson
201201160MIN,2012,MIN,SAC,37,Kevin Love,Luke Ridnour,Nikola Pekovic,Wayne Ellington,Wesley Johnson,Donte Greene,Francisco Garcia,Jason Thompson,Marcus Thornton,Tyreke Evans
201201160MIN,2012,SAC,MIN,38,Donte Greene,Francisco Garcia,Jason Thompson,Jimmer Fredette,Marcus Thornton,Kevin Love,Nikola Pekovic,Ricky Rubio,Wayne Ellington,Wesley Johnson
201201160MIN,2012,SAC,MIN,40,Donte Greene,Francisco Garcia,Jason Thompson,Jimmer Fredette,John Salmons,Kevin Love,Nikola Pekovic,Ricky Rubio,Wayne Ellington,Wesley Johnson
201201160MIN,2012,MIN,SAC,42,Anthony Tolliver,Kevin Love,Luke Ridnour,Ricky Rubio,Wayne Ellington,Donte Greene,Francisco Garcia,Jason Thompson,Jimmer Fredette,John Salmons
201201160MIN,2012,MIN,SAC,43,Anthony Tolliver,Kevin Love,Luke Ridnour,Ricky Rubio,Wayne Ellington,DeMarcus Cousins,J.J. Hickson,John Salmons,Marcus Thornton,Tyreke Evans
201201160MIN,2012,SAC,MIN,45,DeMarcus Cousins,J.J. Hickson,John Salmons,Marcus Thornton,Tyreke Evans,Kevin Love,Luke Ridnour,Nikola Pekovic,Ricky Rubio,Wayne Ellington
201201160MIN,2012,MIN,SAC,46,Anthony Tolliver,Kevin Love,Luke Ridnour,Ricky Rubio,Wayne Ellington,Francisco Garcia,J.J. Hickson,John Salmons,Marcus Thornton,Tyreke Evans
201201180SAC,2012,SAC,IND,0,DeMarcus Cousins,Jason Thompson,John Salmons,Marcus Thornton,Tyreke Evans,Danny Granger,Darren Collison,David West,Paul George,Roy Hibbert
201201180SAC,2012,SAC,IND,8,J.J. Hickson,Jason Thompson,John Salmons,Marcus Thornton,Tyreke Evans,Danny Granger,Darren Collison,George Hill,Roy Hibbert,Tyler Hansbrough
201201180SAC,2012,IND,SAC,10,Danny Granger,George Hill,Lance Stephenson,Lou Amundson,Tyler Hansbrough,J.J. Hickson,Jason Thompson,John Salmons,Marcus Thornton,Tyreke Evans
201201180SAC,2012,IND,SAC,11,Danny Granger,George Hill,Lance Stephenson,Lou Amundson,Tyler Hansbrough,Donte Greene,J.J. Hickson,John Salmons,Marcus Thornton,Tyreke Evans
201201180SAC,2012,SAC,IND,12,Donte Greene,Francisco Garcia,J.J. Hickson,Marcus Thornton,Tyreke Evans,Danny Granger,George Hill,Lance Stephenson,Lou Amundson,Tyler Hansbrough
201201180SAC,2012,SAC,IND,13,Donte Greene,Francisco Garcia,J.J. Hickson,Marcus Thornton,Tyreke Evans,Dahntay Jones,George Hill,Lance Stephenson,Lou Amundson,Tyler Hansbrough
201201180SAC,2012,IND,SAC,14,Dahntay Jones,George Hill,Lance Stephenson,Lou Amundson,Tyler Hansbrough,Donte Greene,Francisco Garcia,J.J. Hickson,Jimmer Fredette,Tyreke Evans
201201180SAC,2012,SAC,IND,16,DeMarcus Cousins,Donte Greene,Francisco Garcia,Jimmer Fredette,Marcus Thornton,Dahntay Jones,David West,George Hill,Paul George,Tyler Hansbrough
201201180SAC,2012,IND,SAC,18,Dahntay Jones,Darren Collison,David West,Paul George,Roy Hibbert,DeMarcus Cousins,Donte Greene,Francisco Garcia,Jimmer Fredette,Marcus Thornton
201201180SAC,2012,IND,SAC,19,Danny Granger,Darren Collison,David West,Paul George,Roy Hibbert,DeMarcus Cousins,Francisco Garcia,Jason Thompson,Jimmer Fredette,Marcus Thornton
201201180SAC,2012,IND,SAC,20,Danny Granger,Darren Collison,David West,Paul George,Roy Hibbert,DeMarcus Cousins,Francisco Garcia,Jason Thompson,Marcus Thornton,Tyreke Evans
201201180SAC,2012,IND,SAC,21,Danny Granger,Darren Collison,David West,Paul George,Roy Hibbert,DeMarcus Cousins,J.J. Hickson,John Salmons,Marcus Thornton,Tyreke Evans
201201180SAC,2012,IND,SAC,22,Danny Granger,Darren Collison,David West,Paul George,Tyler Hansbrough,DeMarcus Cousins,J.J. Hickson,John Salmons,Marcus Thornton,Tyreke Evans
201201180SAC,2012,IND,SAC,25,Danny Granger,Darren Collison,David West,Paul George,Roy Hibbert,DeMarcus Cousins,Jason Thompson,John Salmons,Marcus Thornton,Tyreke Evans
201201180SAC,2012,IND,SAC,29,Danny Granger,Darren Collison,David West,Paul George,Roy Hibbert,DeMarcus Cousins,Donte Greene,Francisco Garcia,Isaiah Thomas,Marcus Thornton
201201180SAC,2012,IND,SAC,32,Danny Granger,Darren Collison,George Hill,Lou Amundson,Tyler Hansbrough,DeMarcus Cousins,Donte Greene,Francisco Garcia,Isaiah Thomas,Marcus Thornton
201201180SAC,2012,SAC,IND,34,Francisco Garcia,Isaiah Thomas,Jason Thompson,Travis Outlaw,Tyreke Evans,Dahntay Jones,Darren Collison,George Hill,Lou Amundson,Tyler Hansbrough
201201180SAC,2012,IND,SAC,37,Dahntay Jones,George Hill,Lou Amundson,Paul George,Tyler Hansbrough,Francisco Garcia,Isaiah Thomas,Jason Thompson,Travis Outlaw,Tyreke Evans
201201180SAC,2012,IND,SAC,39,Danny Granger,Darren Collison,David West,Paul George,Roy Hibbert,Francisco Garcia,Isaiah Thomas,Jason Thompson,Travis Outlaw,Tyreke Evans
201201180SAC,2012,SAC,IND,42,DeMarcus Cousins,Francisco Garcia,Isaiah Thomas,Marcus Thornton,Tyreke Evans,Danny Granger,Darren Collison,David West,Paul George,Roy Hibbert
201201180SAC,2012,SAC,IND,43,DeMarcus Cousins,Francisco Garcia,Isaiah Thomas,Marcus Thornton,Tyreke Evans,Danny Granger,Darren Collison,David West,George Hill,Paul George
201201180SAC,2012,IND,SAC,47,Danny Granger,Darren Collison,George Hill,Paul George,Roy Hibbert,DeMarcus Cousins,Francisco Garcia,Isaiah Thomas,Marcus Thornton,Tyreke Evans
201201210MEM,2012,MEM,SAC,0,Marc Gasol,Marreese Speights,Mike Conley,Rudy Gay,Tony Allen,DeMarcus Cousins,Francisco Garcia,Jason Thompson,Marcus Thornton,Tyreke Evans
201201210MEM,2012,SAC,MEM,9,Donte Greene,J.J. Hickson,Jason Thompson,Marcus Thornton,Tyreke Evans,Marc Gasol,Marreese Speights,Mike Conley,O.J. Mayo,Rudy Gay
201201210MEM,2012,MEM,SAC,10,Marc Gasol,Marreese Speights,Mike Conley,O.J. Mayo,Quincy Pondexter,Donte Greene,J.J. Hickson,Jason Thompson,Jimmer Fredette,Marcus Thornton
201201210MEM,2012,MEM,SAC,13,Josh Davis,Josh Selby,Marc Gasol,O.J. Mayo,Quincy Pondexter,Donte Greene,J.J. Hickson,Jason Thompson,Jimmer Fredette,Marcus Thornton
201201210MEM,2012,SAC,MEM,14,Donte Greene,J.J. Hickson,Jimmer Fredette,Travis Outlaw,Tyreke Evans,Josh Selby,Marc Gasol,O.J. Mayo,Quincy Pondexter,Rudy Gay
201201210MEM,2012,MEM,SAC,18,Josh Selby,Marreese Speights,O.J. Mayo,Quincy Pondexter,Rudy Gay,DeMarcus Cousins,Donte Greene,Jimmer Fredette,Travis Outlaw,Tyreke Evans
201201210MEM,2012,SAC,MEM,19,DeMarcus Cousins,Donte Greene,Jimmer Fredette,Travis Outlaw,Tyreke Evans,Marreese Speights,Mike Conley,O.J. Mayo,Quincy Pondexter,Rudy Gay
201201210MEM,2012,SAC,MEM,20,DeMarcus Cousins,Donte Greene,Jimmer Fredette,Travis Outlaw,Tyreke Evans,Marreese Speights,Mike Conley,O.J. Mayo,Rudy Gay,Tony Allen
201201210MEM,2012,SAC,MEM,23,DeMarcus Cousins,Donte Greene,Jimmer Fredette,Travis Outlaw,Tyreke Evans,Marc Gasol,Marreese Speights,Mike Conley,O.J. Mayo,Rudy Gay
201201210MEM,2012,MEM,SAC,25,Marc Gasol,Marreese Speights,Mike Conley,Rudy Gay,Tony Allen,DeMarcus Cousins,Francisco Garcia,Jason Thompson,Jimmer Fredette,Tyreke Evans
201201210MEM,2012,MEM,SAC,27,Marc Gasol,Marreese Speights,Mike Conley,Rudy Gay,Tony Allen,DeMarcus Cousins,Donte Greene,Francisco Garcia,Isaiah Thomas,Tyreke Evans
201201210MEM,2012,MEM,SAC,29,Dante Cunningham,Marc Gasol,Mike Conley,Rudy Gay,Tony Allen,DeMarcus Cousins,Donte Greene,Francisco Garcia,Isaiah Thomas,Tyreke Evans
201201210MEM,2012,MEM,SAC,33,Dante Cunningham,Marc Gasol,Mike Conley,O.J. Mayo,Rudy Gay,Donte Greene,Francisco Garcia,Isaiah Thomas,J.J. Hickson,Tyreke Evans
201201210MEM,2012,SAC,MEM,34,Donte Greene,Isaiah Thomas,J.J. Hickson,Jimmer Fredette,Tyreke Evans,Dante Cunningham,Marc Gasol,Mike Conley,O.J. Mayo,Rudy Gay
201201210MEM,2012,MEM,SAC,35,Dante Cunningham,Marc Gasol,Mike Conley,O.J. Mayo,Rudy Gay,Donte Greene,Isaiah Thomas,J.J. Hickson,Jimmer Fredette,Travis Outlaw
201201210MEM,2012,MEM,SAC,37,Dante Cunningham,Jeremy Pargo,Marc Gasol,O.J. Mayo,Rudy Gay,Donte Greene,Isaiah Thomas,J.J. Hickson,Jimmer Fredette,Travis Outlaw
201201210MEM,2012,MEM,SAC,38,Dante Cunningham,Jeremy Pargo,Marreese Speights,O.J. Mayo,Rudy Gay,Donte Greene,Isaiah Thomas,J.J. Hickson,Jimmer Fredette,Travis Outlaw
201201210MEM,2012,MEM,SAC,40,Dante Cunningham,Jeremy Pargo,Marreese Speights,O.J. Mayo,Quincy Pondexter,Isaiah Thomas,J.J. Hickson,Jason Thompson,Jimmer Fredette,Travis Outlaw
201201210MEM,2012,MEM,SAC,42,Dante Cunningham,Jeremy Pargo,Marreese Speights,O.J. Mayo,Quincy Pondexter,DeMarcus Cousins,Isaiah Thomas,Jason Thompson,Jimmer Fredette,Travis Outlaw
201201210MEM,2012,SAC,MEM,44,DeMarcus Cousins,Donte Greene,Isaiah Thomas,Jason Thompson,Jimmer Fredette,Dante Cunningham,Hamed Haddadi,Jeremy Pargo,Quincy Pondexter,Sam Young
201201210MEM,2012,SAC,MEM,45,DeMarcus Cousins,Donte Greene,Isaiah Thomas,Jason Thompson,Jimmer Fredette,Dante Cunningham,Hamed Haddadi,Jeremy Pargo,Josh Selby,Sam Young
201201230POR,2012,SAC,POR,0,DeMarcus Cousins,Donte Greene,Jason Thompson,John Salmons,Tyreke Evans,Gerald Wallace,LaMarcus Aldridge,Marcus Camby,Raymond Felton,Wesley Matthews
201201230POR,2012,POR,SAC,2,Gerald Wallace,Kurt Thomas,LaMarcus Aldridge,Raymond Felton,Wesley Matthews,DeMarcus Cousins,Donte Greene,Jason Thompson,John Salmons,Tyreke Evans
201201230POR,2012,POR,SAC,8,Gerald Wallace,Jamal Crawford,Kurt Thomas,LaMarcus Aldridge,Wesley Matthews,DeMarcus Cousins,Donte Greene,Jason Thompson,Jimmer Fredette,Tyreke Evans
201201230POR,2012,SAC,POR,9,Francisco Garcia,J.J. Hickson,Jimmer Fredette,Travis Outlaw,Tyreke Evans,Craig Smith,Gerald Wallace,Jamal Crawford,Nicolas Batum,Wesley Matthews
201201230POR,2012,POR,SAC,10,Craig Smith,Gerald Wallace,Jamal Crawford,Nicolas Batum,Nolan Smith,Francisco Garcia,J.J. Hickson,Jimmer Fredette,Travis Outlaw,Tyreke Evans
201201230POR,2012,POR,SAC,12,Craig Smith,Gerald Wallace,Jamal Crawford,Nicolas Batum,Nolan Smith,Francisco Garcia,Isaiah Thomas,J.J. Hickson,Travis Outlaw,Tyreke Evans
201201230POR,2012,SAC,POR,16,DeMarcus Cousins,Francisco Garcia,Isaiah Thomas,J.J. Hickson,Jimmer Fredette,Craig Smith,Jamal Crawford,Marcus Camby,Nicolas Batum,Nolan Smith
201201230POR,2012,SAC,POR,17,DeMarcus Cousins,Isaiah Thomas,J.J. Hickson,Jimmer Fredette,John Salmons,Craig Smith,Jamal Crawford,Marcus Camby,Nicolas Batum,Raymond Felton
201201230POR,2012,SAC,POR,18,DeMarcus Cousins,Isaiah Thomas,Jason Thompson,Jimmer Fredette,John Salmons,Craig Smith,Jamal Crawford,Marcus Camby,Nicolas Batum,Raymond Felton
201201230POR,2012,POR,SAC,19,Jamal Crawford,LaMarcus Aldridge,Marcus Camby,Raymond Felton,Wesley Matthews,DeMarcus Cousins,Isaiah Thomas,Jason Thompson,Jimmer Fredette,John Salmons
201201230POR,2012,POR,SAC,20,Jamal Crawford,LaMarcus Aldridge,Marcus Camby,Raymond Felton,Wesley Matthews,DeMarcus Cousins,Donte Greene,Jimmer Fredette,John Salmons,Tyreke Evans
201201230POR,2012,POR,SAC,21,Gerald Wallace,Jamal Crawford,LaMarcus Aldridge,Raymond Felton,Wesley Matthews,DeMarcus Cousins,Donte Greene,Jimmer Fredette,John Salmons,Tyreke Evans
201201230POR,2012,SAC,POR,22,DeMarcus Cousins,Donte Greene,Jimmer Fredette,John Salmons,Tyreke Evans,Gerald Wallace,Jamal Crawford,Kurt Thomas,Raymond Felton,Wesley Matthews
201201230POR,2012,SAC,POR,24,DeMarcus Cousins,Donte Greene,Jason Thompson,John Salmons,Tyreke Evans,Gerald Wallace,LaMarcus Aldridge,Marcus Camby,Raymond Felton,Wesley Matthews
201201230POR,2012,SAC,POR,27,Donte Greene,J.J. Hickson,Jason Thompson,John Salmons,Tyreke Evans,Gerald Wallace,LaMarcus Aldridge,Marcus Camby,Raymond Felton,Wesley Matthews
201201230POR,2012,POR,SAC,28,Gerald Wallace,LaMarcus Aldridge,Marcus Camby,Raymond Felton,Wesley Matthews,DeMarcus Cousins,Donte Greene,Jason Thompson,John Salmons,Tyreke Evans
201201230POR,2012,SAC,POR,29,DeMarcus Cousins,Donte Greene,Francisco Garcia,J.J. Hickson,Tyreke Evans,Gerald Wallace,LaMarcus Aldridge,Marcus Camby,Raymond Felton,Wesley Matthews
201201230POR,2012,POR,SAC,31,Gerald Wallace,Kurt Thomas,LaMarcus Aldridge,Raymond Felton,Wesley Matthews,DeMarcus Cousins,Francisco Garcia,Isaiah Thomas,J.J. Hickson,Tyreke Evans
201201230POR,2012,SAC,POR,33,DeMarcus Cousins,Francisco Garcia,Isaiah Thomas,J.J. Hickson,Tyreke Evans,Gerald Wallace,Jamal Crawford,Kurt Thomas,LaMarcus Aldridge,Wesley Matthews
201201230POR,2012,POR,SAC,34,Craig Smith,Jamal Crawford,Kurt Thomas,Nicolas Batum,Wesley Matthews,DeMarcus Cousins,Francisco Garcia,Isaiah Thomas,J.J. Hickson,Tyreke Evans
201201230POR,2012,POR,SAC,36,Craig Smith,Jamal Crawford,Kurt Thomas,Nicolas Batum,Wesley Matthews,DeMarcus Cousins,Francisco Garcia,Isaiah Thomas,J.J. Hickson,Jimmer Fredette
201201230POR,2012,SAC,POR,37,DeMarcus Cousins,Francisco Garcia,Isaiah Thomas,J.J. Hickson,Jimmer Fredette,Craig Smith,Jamal Crawford,Kurt Thomas,Nicolas Batum,Raymond Felton
201201230POR,2012,SAC,POR,39,DeMarcus Cousins,Francisco Garcia,Isaiah Thomas,Jason Thompson,Jimmer Fredette,Craig Smith,Jamal Crawford,LaMarcus Aldridge,Nicolas Batum,Raymond Felton
201201230POR,2012,POR,SAC,42,Craig Smith,Gerald Wallace,Jamal Crawford,LaMarcus Aldridge,Raymond Felton,DeMarcus Cousins,Francisco Garcia,Isaiah Thomas,Jason Thompson,Jimmer Fredette
201201230POR,2012,SAC,POR,44,DeMarcus Cousins,Francisco Garcia,Isaiah Thomas,Jason Thompson,Tyreke Evans,Craig Smith,Gerald Wallace,Jamal Crawford,LaMarcus Aldridge,Raymond Felton
201201230POR,2012,SAC,POR,45,DeMarcus Cousins,Donte Greene,Isaiah Thomas,Jason Thompson,Tyreke Evans,Craig Smith,Gerald Wallace,Jamal Crawford,LaMarcus Aldridge,Raymond Felton
201201230POR,2012,SAC,POR,46,DeMarcus Cousins,Donte Greene,Isaiah Thomas,Jason Thompson,Tyreke Evans,Gerald Wallace,Jamal Crawford,LaMarcus Aldridge,Raymond Felton,Wesley Matthews
201201310GSW,2012,SAC,GSW,0,DeMarcus Cousins,Jason Thompson,Jimmer Fredette,John Salmons,Tyreke Evans,Andris Biedrins,David Lee,Dorell Wright,Monta Ellis,Stephen Curry
201201310GSW,2012,SAC,GSW,11,DeMarcus Cousins,Isaiah Thomas,Jason Thompson,John Salmons,Tyreke Evans,Andris Biedrins,Brandon Rush,David Lee,Monta Ellis,Stephen Curry
201201310GSW,2012,SAC,GSW,14,Chuck Hayes,Francisco Garcia,Isaiah Thomas,J.J. Hickson,Tyreke Evans,Brandon Rush,Ekpe Udoh,Jeremy Tyler,Klay Thompson,Nate Robinson
201201310GSW,2012,SAC,GSW,20,Chuck Hayes,Francisco Garcia,Isaiah Thomas,J.J. Hickson,Tyreke Evans,Andris Biedrins,David Lee,Dorell Wright,Monta Ellis,Stephen Curry
