game,season,home_team,away_team,starting_min,home_0,home_1,home_2,home_3,home_4,away_0,away_1,away_2,away_3,away_4
201202060WAS,2012,WAS,TOR,8,Chris Singleton,John Wall,Kevin Seraphin,Nick Young,Trevor Booker,Aaron Gray,DeMar DeRozan,James Johnson,Jerryd Bayless,Jose Calderon
201202060WAS,2012,TOR,WAS,9,Amir Johnson,DeMar DeRozan,James Johnson,Jerryd Bayless,Jose Calderon,Chris Singleton,John Wall,Kevin Seraphin,Nick Young,Trevor Booker
201202060WAS,2012,WAS,TOR,10,Chris Singleton,Jan Vesely,John Wall,Kevin Seraphin,Nick Young,Amir Johnson,DeMar DeRozan,Ed Davis,Jose Calderon,Leandro Barbosa
201202060WAS,2012,WAS,TOR,11,Jan Vesely,John Wall,Jordan Crawford,Kevin Seraphin,Maurice Evans,Amir Johnson,Ed Davis,Jose Calderon,Leandro Barbosa,Linas Kleiza
201202060WAS,2012,WAS,TOR,13,Jordan Crawford,Kevin Seraphin,Maurice Evans,Shelvin Mack,Trevor Booker,Amir Johnson,Ed Davis,Jerryd Bayless,Leandro Barbosa,Linas Kleiza
201202060WAS,2012,TOR,WAS,16,DeMar DeRozan,Jamaal Magloire,James Johnson,Jerryd Bayless,Linas Kleiza,JaVale McGee,Jordan Crawford,Maurice Evans,Shelvin Mack,Trevor Booker
201202060WAS,2012,WAS,TOR,18,JaVale McGee,John Wall,Jordan Crawford,Nick Young,Trevor Booker,DeMar DeRozan,Jamaal Magloire,James Johnson,Jerryd Bayless,Linas Kleiza
201202060WAS,2012,TOR,WAS,20,DeMar DeRozan,Jamaal Magloire,James Johnson,Jose Calderon,Linas Kleiza,JaVale McGee,John Wall,Jordan Crawford,Nick Young,Trevor Booker
201202060WAS,2012,WAS,TOR,21,JaVale McGee,John Wall,Jordan Crawford,Nick Young,Trevor Booker,DeMar DeRozan,Ed Davis,Jamaal Magloire,Jose Calderon,Linas Kleiza
201202060WAS,2012,WAS,TOR,23,Chris Singleton,John Wall,Kevin Seraphin,Nick Young,Trevor Booker,DeMar DeRozan,Jamaal Magloire,Jose Calderon,Linas Kleiza,Rasual Butler
201202060WAS,2012,WAS,TOR,25,Chris Singleton,JaVale McGee,John Wall,Nick Young,Trevor Booker,Amir Johnson,DeMar DeRozan,James Johnson,Jerryd Bayless,Jose Calderon
201202060WAS,2012,WAS,TOR,27,Chris Singleton,John Wall,Kevin Seraphin,Nick Young,Trevor Booker,Amir Johnson,DeMar DeRozan,James Johnson,Jerryd Bayless,Jose Calderon
201202060WAS,2012,TOR,WAS,32,DeMar DeRozan,Ed Davis,James Johnson,Jerryd Bayless,Linas Kleiza,Chris Singleton,John Wall,Kevin Seraphin,Nick Young,Trevor Booker
201202060WAS,2012,TOR,WAS,34,Anthony Carter,Ed Davis,Gary Forbes,James Johnson,Linas Kleiza,Jan Vesely,John Wall,Kevin Seraphin,Maurice Evans,Nick Young
201202060WAS,2012,TOR,WAS,35,Anthony Carter,Ed Davis,Gary Forbes,James Johnson,Linas Kleiza,Jan Vesely,John Wall,Jordan Crawford,Kevin Seraphin,Maurice Evans
201202060WAS,2012,TOR,WAS,37,Anthony Carter,Ed Davis,Gary Forbes,James Johnson,Linas Kleiza,JaVale McGee,Jan Vesely,Jordan Crawford,Maurice Evans,Shelvin Mack
201202060WAS,2012,TOR,WAS,38,Anthony Carter,DeMar DeRozan,Ed Davis,Jamaal Magloire,Linas Kleiza,JaVale McGee,Jan Vesely,Jordan Crawford,Maurice Evans,Shelvin Mack
201202060WAS,2012,TOR,WAS,40,DeMar DeRozan,Jamaal Magloire,Jerryd Bayless,Leandro Barbosa,Linas Kleiza,JaVale McGee,John Wall,Maurice Evans,Nick Young,Trevor Booker
201202060WAS,2012,TOR,WAS,43,DeMar DeRozan,Jamaal Magloire,Jerryd Bayless,Jose Calderon,Linas Kleiza,Chris Singleton,John Wall,Kevin Seraphin,Nick Young,Trevor Booker
201202060WAS,2012,TOR,WAS,45,DeMar DeRozan,Jamaal Magloire,Jerryd Bayless,Jose Calderon,Linas Kleiza,JaVale McGee,John Wall,Jordan Crawford,Nick Young,Trevor Booker
201202060WAS,2012,TOR,WAS,47,Amir Johnson,DeMar DeRozan,Jerryd Bayless,Jose Calderon,Linas Kleiza,JaVale McGee,John Wall,Jordan Crawford,Nick Young,Trevor Booker
201202120DET,2012,WAS,DET,0,Chris Singleton,JaVale McGee,John Wall,Nick Young,Trevor Booker,Brandon Knight,Greg Monroe,Jason Maxiell,Rodney Stuckey,Tayshaun Prince
201202120DET,2012,WAS,DET,9,Chris Singleton,Jan Vesely,John Wall,Nick Young,Trevor Booker,Brandon Knight,Greg Monroe,Jonas Jerebko,Rodney Stuckey,Tayshaun Prince
201202120DET,2012,WAS,DET,10,Chris Singleton,Jan Vesely,John Wall,Jordan Crawford,Trevor Booker,Brandon Knight,Greg Monroe,Jonas Jerebko,Rodney Stuckey,Tayshaun Prince
201202120DET,2012,WAS,DET,11,Chris Singleton,Jan Vesely,John Wall,Jordan Crawford,Trevor Booker,Ben Gordon,Brandon Knight,Greg Monroe,Jonas Jerebko,Tayshaun Prince
201202120DET,2012,DET,WAS,12,Ben Gordon,Ben Wallace,Jonas Jerebko,Tayshaun Prince,Walker Russell,JaVale McGee,Jan Vesely,Jordan Crawford,Maurice Evans,Shelvin Mack
201202120DET,2012,DET,WAS,15,Austin Daye,Ben Gordon,Ben Wallace,Jonas Jerebko,Walker Russell,JaVale McGee,Jan Vesely,Jordan Crawford,Maurice Evans,Shelvin Mack
201202120DET,2012,WAS,DET,17,JaVale McGee,Jan Vesely,Jordan Crawford,Nick Young,Shelvin Mack,Austin Daye,Ben Gordon,Ben Wallace,Jonas Jerebko,Walker Russell
201202120DET,2012,DET,WAS,18,Austin Daye,Ben Gordon,Ben Wallace,Brandon Knight,Jonas Jerebko,JaVale McGee,Jan Vesely,John Wall,Jordan Crawford,Nick Young
201202120DET,2012,WAS,DET,19,JaVale McGee,John Wall,Jordan Crawford,Nick Young,Trevor Booker,Ben Gordon,Brandon Knight,Greg Monroe,Jason Maxiell,Rodney Stuckey
201202120DET,2012,WAS,DET,21,Chris Singleton,JaVale McGee,John Wall,Nick Young,Trevor Booker,Brandon Knight,Greg Monroe,Jason Maxiell,Rodney Stuckey,Tayshaun Prince
201202120DET,2012,DET,WAS,23,Brandon Knight,Greg Monroe,Jonas Jerebko,Rodney Stuckey,Tayshaun Prince,Chris Singleton,Jan Vesely,John Wall,Nick Young,Trevor Booker
201202120DET,2012,WAS,DET,24,Chris Singleton,JaVale McGee,John Wall,Nick Young,Trevor Booker,Brandon Knight,Greg Monroe,Jonas Jerebko,Rodney Stuckey,Tayshaun Prince
201202120DET,2012,WAS,DET,25,Chris Singleton,JaVale McGee,John Wall,Nick Young,Trevor Booker,Brandon Knight,Greg Monroe,Jason Maxiell,Rodney Stuckey,Tayshaun Prince
201202120DET,2012,DET,WAS,29,Greg Monroe,Jason Maxiell,Rodney Stuckey,Tayshaun Prince,Walker Russell,Chris Singleton,JaVale McGee,John Wall,Nick Young,Trevor Booker
201202120DET,2012,WAS,DET,31,Chris Singleton,JaVale McGee,John Wall,Nick Young,Trevor Booker,Brandon Knight,Greg Monroe,Jason Maxiell,Rodney Stuckey,Tayshaun Prince
201202120DET,2012,WAS,DET,33,Chris Singleton,Jan Vesely,John Wall,Nick Young,Trevor Booker,Brandon Knight,Greg Monroe,Jonas Jerebko,Rodney Stuckey,Tayshaun Prince
201202120DET,2012,WAS,DET,35,Jan Vesely,John Wall,Nick Young,Rashard Lewis,Trevor Booker,Ben Gordon,Brandon Knight,Greg Monroe,Jonas Jerebko,Rodney Stuckey
201202120DET,2012,WAS,DET,36,Jan Vesely,John Wall,Nick Young,Rashard Lewis,Trevor Booker,Austin Daye,Ben Gordon,Brandon Knight,Greg Monroe,Jonas Jerebko
201202120DET,2012,WAS,DET,37,JaVale McGee,Jan Vesely,John Wall,Nick Young,Rashard Lewis,Austin Daye,Ben Gordon,Ben Wallace,Brandon Knight,Jonas Jerebko
201202120DET,2012,WAS,DET,38,JaVale McGee,Jan Vesely,John Wall,Nick Young,Rashard Lewis,Austin Daye,Ben Gordon,Ben Wallace,Jonas Jerebko,Will Bynum
201202120DET,2012,WAS,DET,40,JaVale McGee,Jan Vesely,John Wall,Jordan Crawford,Rashard Lewis,Austin Daye,Ben Gordon,Ben Wallace,Jonas Jerebko,Will Bynum
201202120DET,2012,WAS,DET,43,JaVale McGee,Jan Vesely,John Wall,Jordan Crawford,Rashard Lewis,Greg Monroe,Jonas Jerebko,Rodney Stuckey,Tayshaun Prince,Will Bynum
201202120DET,2012,DET,WAS,46,Austin Daye,Damien Wilkins,Rodney Stuckey,Vernon Macklin,Will Bynum,Jan Vesely,John Wall,Jordan Crawford,Kevin Seraphin,Rashard Lewis
201202120DET,2012,DET,WAS,47,Austin Daye,Brandon Knight,Damien Wilkins,Vernon Macklin,Will Bynum,Chris Singleton,Jan Vesely,Jordan Crawford,Kevin Seraphin,Shelvin Mack
201203030WAS,2012,CLE,WAS,0,Alonzo Gee,Antawn Jamison,Anthony Parker,Kyrie Irving,Ryan Hollins,Chris Singleton,JaVale McGee,John Wall,Jordan Crawford,Trevor Booker
201203030WAS,2012,CLE,WAS,6,Alonzo Gee,Antawn Jamison,Anthony Parker,Kyrie Irving,Tristan Thompson,Andray Blatche,Chris Singleton,John Wall,Jordan Crawford,Trevor Booker
201203030WAS,2012,CLE,WAS,9,Alonzo Gee,Antawn Jamison,Daniel Gibson,Ramon Sessions,Tristan Thompson,Andray Blatche,Chris Singleton,Jan Vesely,John Wall,Jordan Crawford
201203030WAS,2012,WAS,CLE,12,JaVale McGee,Jan Vesely,Maurice Evans,Roger Mason,Shelvin Mack,Alonzo Gee,Antawn Jamison,Daniel Gibson,Ramon Sessions,Tristan Thompson
201203030WAS,2012,WAS,CLE,13,JaVale McGee,Jan Vesely,Maurice Evans,Roger Mason,Shelvin Mack,Daniel Gibson,Omri Casspi,Ramon Sessions,Samardo Samuels,Tristan Thompson
201203030WAS,2012,WAS,CLE,17,JaVale McGee,Jan Vesely,Maurice Evans,Roger Mason,Shelvin Mack,Daniel Gibson,Omri Casspi,Ramon Sessions,Ryan Hollins,Samardo Samuels
201203030WAS,2012,CLE,WAS,18,Kyrie Irving,Omri Casspi,Ramon Sessions,Ryan Hollins,Samardo Samuels,Andray Blatche,Jan Vesely,John Wall,Maurice Evans,Roger Mason
201203030WAS,2012,CLE,WAS,19,Alonzo Gee,Antawn Jamison,Anthony Parker,Kyrie Irving,Ryan Hollins,Andray Blatche,Jan Vesely,John Wall,Maurice Evans,Roger Mason
201203030WAS,2012,WAS,CLE,21,Andray Blatche,Chris Singleton,Jan Vesely,John Wall,Jordan Crawford,Alonzo Gee,Antawn Jamison,Anthony Parker,Kyrie Irving,Ryan Hollins
201203030WAS,2012,CLE,WAS,25,Alonzo Gee,Antawn Jamison,Anthony Parker,Kyrie Irving,Ryan Hollins,Chris Singleton,JaVale McGee,John Wall,Jordan Crawford,Trevor Booker
201203030WAS,2012,CLE,WAS,29,Alonzo Gee,Antawn Jamison,Anthony Parker,Kyrie Irving,Ryan Hollins,JaVale McGee,John Wall,Jordan Crawford,Maurice Evans,Trevor Booker
201203030WAS,2012,WAS,CLE,32,Andray Blatche,Jan Vesely,John Wall,Jordan Crawford,Maurice Evans,Alonzo Gee,Antawn Jamison,Anthony Parker,Kyrie Irving,Ryan Hollins
201203030WAS,2012,CLE,WAS,33,Alonzo Gee,Antawn Jamison,Anthony Parker,Ramon Sessions,Tristan Thompson,Andray Blatche,Jan Vesely,John Wall,Jordan Crawford,Maurice Evans
201203030WAS,2012,WAS,CLE,34,Andray Blatche,Jan Vesely,John Wall,Jordan Crawford,Maurice Evans,Alonzo Gee,Antawn Jamison,Daniel Gibson,Ramon Sessions,Tristan Thompson
201203030WAS,2012,CLE,WAS,36,Alonzo Gee,Antawn Jamison,Daniel Gibson,Ramon Sessions,Tristan Thompson,Andray Blatche,Jan Vesely,Maurice Evans,Roger Mason,Shelvin Mack
201203030WAS,2012,CLE,WAS,37,Alonzo Gee,Daniel Gibson,Omri Casspi,Ramon Sessions,Tristan Thompson,Andray Blatche,Maurice Evans,Roger Mason,Shelvin Mack,Trevor Booker
201203030WAS,2012,CLE,WAS,38,Anthony Parker,Daniel Gibson,Omri Casspi,Ramon Sessions,Tristan Thompson,Andray Blatche,Maurice Evans,Roger Mason,Shelvin Mack,Trevor Booker
201203030WAS,2012,WAS,CLE,39,Andray Blatche,Maurice Evans,Roger Mason,Shelvin Mack,Trevor Booker,Anthony Parker,Daniel Gibson,Omri Casspi,Ramon Sessions,Ryan Hollins
201203030WAS,2012,WAS,CLE,40,JaVale McGee,Maurice Evans,Roger Mason,Shelvin Mack,Trevor Booker,Antawn Jamison,Anthony Parker,Daniel Gibson,Kyrie Irving,Ryan Hollins
201203030WAS,2012,CLE,WAS,42,Antawn Jamison,Anthony Parker,Daniel Gibson,Kyrie Irving,Ryan Hollins,JaVale McGee,John Wall,Jordan Crawford,Maurice Evans,Trevor Booker
201203030WAS,2012,CLE,WAS,47,Alonzo Gee,Antawn Jamison,Anthony Parker,Kyrie Irving,Ryan Hollins,JaVale McGee,John Wall,Jordan Crawford,Maurice Evans,Trevor Booker
201203150NOH,2012,WAS,NOH,0,Chris Singleton,John Wall,Jordan Crawford,Kevin Seraphin,Trevor Booker,Chris Kaman,Gustavo Ayon,Jarrett Jack,Marco Belinelli,Trevor Ariza
201203150NOH,2012,WAS,NOH,7,Chris Singleton,John Wall,Jordan Crawford,Kevin Seraphin,Trevor Booker,Chris Kaman,Greivis Vasquez,Jarrett Jack,Lance Thomas,Trevor Ariza
201203150NOH,2012,WAS,NOH,9,John Wall,Kevin Seraphin,Maurice Evans,Roger Mason,Trevor Booker,Chris Kaman,Greivis Vasquez,Jarrett Jack,Lance Thomas,Trevor Ariza
201203150NOH,2012,WAS,NOH,11,John Wall,Kevin Seraphin,Maurice Evans,Roger Mason,Trevor Booker,Chris Kaman,Greivis Vasquez,Lance Thomas,Trevor Ariza,Xavier Henry
201203150NOH,2012,WAS,NOH,12,Andray Blatche,John Wall,Maurice Evans,Roger Mason,Trevor Booker,Chris Kaman,Greivis Vasquez,Lance Thomas,Trevor Ariza,Xavier Henry
201203150NOH,2012,WAS,NOH,13,Andray Blatche,Jan Vesely,Maurice Evans,Roger Mason,Shelvin Mack,Al-Farouq Aminu,Greivis Vasquez,Gustavo Ayon,Lance Thomas,Xavier Henry
201203150NOH,2012,WAS,NOH,14,Andray Blatche,Jan Vesely,Jordan Crawford,Maurice Evans,Shelvin Mack,Al-Farouq Aminu,Greivis Vasquez,Gustavo Ayon,Lance Thomas,Xavier Henry
201203150NOH,2012,WAS,NOH,16,Andray Blatche,Jan Vesely,Jordan Crawford,Maurice Evans,Shelvin Mack,Al-Farouq Aminu,Greivis Vasquez,Gustavo Ayon,Lance Thomas,Marco Belinelli
201203150NOH,2012,WAS,NOH,17,Andray Blatche,John Wall,Jordan Crawford,Shelvin Mack,Trevor Booker,Al-Farouq Aminu,Greivis Vasquez,Gustavo Ayon,Lance Thomas,Marco Belinelli
201203150NOH,2012,WAS,NOH,19,Andray Blatche,John Wall,Jordan Crawford,Shelvin Mack,Trevor Booker,Al-Farouq Aminu,Chris Kaman,Greivis Vasquez,Gustavo Ayon,Jarrett Jack
201203150NOH,2012,WAS,NOH,23,John Wall,Jordan Crawford,Kevin Seraphin,Shelvin Mack,Trevor Booker,Chris Kaman,Greivis Vasquez,Gustavo Ayon,Jarrett Jack,Trevor Ariza
201203150NOH,2012,WAS,NOH,24,Andray Blatche,Chris Singleton,John Wall,Jordan Crawford,Trevor Booker,Chris Kaman,Greivis Vasquez,Gustavo Ayon,Jarrett Jack,Trevor Ariza
201203150NOH,2012,WAS,NOH,25,Chris Singleton,John Wall,Jordan Crawford,Kevin Seraphin,Trevor Booker,Chris Kaman,Jarrett Jack,Lance Thomas,Marco Belinelli,Trevor Ariza
201203150NOH,2012,WAS,NOH,30,Chris Singleton,John Wall,Jordan Crawford,Kevin Seraphin,Trevor Booker,Chris Kaman,Greivis Vasquez,Gustavo Ayon,Jarrett Jack,Trevor Ariza
201203150NOH,2012,WAS,NOH,35,Andray Blatche,John Wall,Jordan Crawford,Roger Mason,Trevor Booker,Al-Farouq Aminu,Greivis Vasquez,Gustavo Ayon,Jarrett Jack,Trevor Ariza
201203150NOH,2012,WAS,NOH,37,Andray Blatche,Jordan Crawford,Roger Mason,Shelvin Mack,Trevor Booker,Al-Farouq Aminu,Greivis Vasquez,Gustavo Ayon,Jarrett Jack,Lance Thomas
201203150NOH,2012,WAS,NOH,40,Andray Blatche,John Wall,Roger Mason,Shelvin Mack,Trevor Booker,Al-Farouq Aminu,Chris Kaman,Greivis Vasquez,Gustavo Ayon,Jarrett Jack
201203150NOH,2012,WAS,NOH,41,Andray Blatche,John Wall,Kevin Seraphin,Roger Mason,Shelvin Mack,Al-Farouq Aminu,Chris Kaman,Greivis Vasquez,Gustavo Ayon,Jarrett Jack
201203150NOH,2012,WAS,NOH,43,John Wall,Kevin Seraphin,Roger Mason,Shelvin Mack,Trevor Booker,Chris Kaman,Greivis Vasquez,Gustavo Ayon,Jarrett Jack,Trevor Ariza
201203210NJN,2012,WAS,NJN,0,Chris Singleton,John Wall,Jordan Crawford,Nene Hilario,Trevor Booker,Deron Williams,Gerald Wallace,Kris Humphries,MarShon Brooks,Shelden Williams
201203210NJN,2012,WAS,NJN,5,Chris Singleton,John Wall,Jordan Crawford,Nene Hilario,Trevor Booker,Deron Williams,Gerald Wallace,Jordan Williams,MarShon Brooks,Shelden Williams
201203210NJN,2012,WAS,NJN,6,Chris Singleton,John Wall,Jordan Crawford,Nene Hilario,Trevor Booker,Anthony Morrow,Deron Williams,Gerald Wallace,Jordan Williams,Shelden Williams
201203210NJN,2012,WAS,NJN,7,Chris Singleton,John Wall,Jordan Crawford,Kevin Seraphin,Nene Hilario,Anthony Morrow,Deron Williams,Gerald Wallace,Jordan Williams,Shelden Williams
201203210NJN,2012,WAS,NJN,9,Chris Singleton,John Wall,Jordan Crawford,Kevin Seraphin,Nene Hilario,Anthony Morrow,Deron Williams,Gerald Wallace,Johan Petro,Kris Humphries
201203210NJN,2012,WAS,NJN,10,Chris Singleton,Jan Vesely,John Wall,Roger Mason,Trevor Booker,Anthony Morrow,Deron Williams,Gerald Wallace,Johan Petro,Kris Humphries
201203210NJN,2012,WAS,NJN,13,Edwin Ubiles,Jan Vesely,Roger Mason,Shelvin Mack,Trevor Booker,Anthony Morrow,Gerald Green,Kris Humphries,Shelden Williams,Sundiata Gaines
201203210NJN,2012,WAS,NJN,16,Edwin Ubiles,Jan Vesely,Nene Hilario,Roger Mason,Shelvin Mack,Anthony Morrow,Gerald Green,Kris Humphries,Shelden Williams,Sundiata Gaines
201203210NJN,2012,WAS,NJN,17,Edwin Ubiles,Jan Vesely,Jordan Crawford,Nene Hilario,Shelvin Mack,Anthony Morrow,Gerald Green,Kris Humphries,Shelden Williams,Sundiata Gaines
201203210NJN,2012,WAS,NJN,18,Edwin Ubiles,Jan Vesely,Jordan Crawford,Nene Hilario,Shelvin Mack,Deron Williams,Gerald Wallace,Kris Humphries,Shelden Williams,Sundiata Gaines
201203210NJN,2012,WAS,NJN,20,Chris Singleton,John Wall,Jordan Crawford,Nene Hilario,Trevor Booker,Deron Williams,Gerald Wallace,Kris Humphries,Shelden Williams,Sundiata Gaines
201203210NJN,2012,WAS,NJN,21,Chris Singleton,John Wall,Jordan Crawford,Nene Hilario,Trevor Booker,Anthony Morrow,Deron Williams,Gerald Green,Gerald Wallace,Shelden Williams
201203210NJN,2012,WAS,NJN,22,Chris Singleton,Jan Vesely,John Wall,Jordan Crawford,Nene Hilario,Anthony Morrow,Deron Williams,Gerald Wallace,Kris Humphries,MarShon Brooks
201203210NJN,2012,WAS,NJN,23,Chris Singleton,Jan Vesely,Jordan Crawford,Nene Hilario,Shelvin Mack,Anthony Morrow,Deron Williams,Gerald Wallace,Kris Humphries,Sundiata Gaines
201203210NJN,2012,WAS,NJN,26,Chris Singleton,John Wall,Jordan Crawford,Nene Hilario,Trevor Booker,Deron Williams,Gerald Wallace,Kris Humphries,MarShon Brooks,Shelden Williams
201203210NJN,2012,WAS,NJN,29,Chris Singleton,John Wall,Jordan Crawford,Nene Hilario,Trevor Booker,Anthony Morrow,Deron Williams,Gerald Wallace,Kris Humphries,Shelden Williams
201203210NJN,2012,WAS,NJN,31,Chris Singleton,John Wall,Jordan Crawford,Kevin Seraphin,Trevor Booker,Anthony Morrow,Gerald Green,Gerald Wallace,Jordan Williams,Sundiata Gaines
201203210NJN,2012,WAS,NJN,34,John Wall,Jordan Crawford,Kevin Seraphin,Roger Mason,Trevor Booker,Anthony Morrow,Gerald Green,Gerald Wallace,Kris Humphries,Sundiata Gaines
201203210NJN,2012,WAS,NJN,35,Edwin Ubiles,John Wall,Kevin Seraphin,Roger Mason,Trevor Booker,Anthony Morrow,Gerald Green,Gerald Wallace,Kris Humphries,Sundiata Gaines
201203210NJN,2012,WAS,NJN,36,Edwin Ubiles,Jan Vesely,John Wall,Kevin Seraphin,Roger Mason,Anthony Morrow,Gerald Green,Kris Humphries,Shelden Williams,Sundiata Gaines
201203210NJN,2012,WAS,NJN,37,Edwin Ubiles,Jan Vesely,Kevin Seraphin,Roger Mason,Shelvin Mack,Gerald Green,Kris Humphries,MarShon Brooks,Shelden Williams,Sundiata Gaines
201203210NJN,2012,WAS,NJN,40,Edwin Ubiles,Jan Vesely,Kevin Seraphin,Roger Mason,Shelvin Mack,Gerald Wallace,Kris Humphries,MarShon Brooks,Shelden Williams,Sundiata Gaines
201203210NJN,2012,WAS,NJN,41,Edwin Ubiles,John Wall,Kevin Seraphin,Nene Hilario,Roger Mason,Gerald Wallace,Kris Humphries,MarShon Brooks,Shelden Williams,Sundiata Gaines
201203210NJN,2012,WAS,NJN,42,Edwin Ubiles,John Wall,Kevin Seraphin,Nene Hilario,Roger Mason,Anthony Morrow,Gerald Wallace,MarShon Brooks,Shelden Williams,Sundiata Gaines
201203210NJN,2012,WAS,NJN,43,Chris Singleton,John Wall,Nene Hilario,Roger Mason,Trevor Booker,Anthony Morrow,Gerald Wallace,Jerry Smith,MarShon Brooks,Shelden Williams
201203210NJN,2012,WAS,NJN,46,Chris Singleton,John Wall,Nene Hilario,Roger Mason,Trevor Booker,Anthony Morrow,Gerald Wallace,Kris Humphries,MarShon Brooks,Sundiata Gaines
201203250BOS,2012,BOS,WAS,0,Avery Bradley,Brandon Bass,Kevin Garnett,Paul Pierce,Rajon Rondo,Chris Singleton,John Wall,Jordan Crawford,Kevin Seraphin,Trevor Booker
201203250BOS,2012,BOS,WAS,6,Avery Bradley,Brandon Bass,Greg Stiemsma,Paul Pierce,Rajon Rondo,Chris Singleton,John Wall,Kevin Seraphin,Roger Mason,Trevor Booker
201203250BOS,2012,BOS,WAS,8,Avery Bradley,Brandon Bass,Greg Stiemsma,Marquis Daniels,Rajon Rondo,Chris Singleton,Jan Vesely,John Wall,Kevin Seraphin,Roger Mason
201203250BOS,2012,BOS,WAS,11,Brandon Bass,Greg Stiemsma,Keyon Dooling,Marquis Daniels,Rajon Rondo,Jan Vesely,John Wall,Kevin Seraphin,Roger Mason,Shelvin Mack
201203250BOS,2012,BOS,WAS,13,Avery Bradley,Greg Stiemsma,Kevin Garnett,Keyon Dooling,Marquis Daniels,Edwin Ubiles,Jan Vesely,Roger Mason,Shelvin Mack,Trevor Booker
201203250BOS,2012,WAS,BOS,15,Chris Singleton,John Wall,Jordan Crawford,Kevin Seraphin,Trevor Booker,Avery Bradley,Greg Stiemsma,Kevin Garnett,Keyon Dooling,Marquis Daniels
201203250BOS,2012,BOS,WAS,17,Avery Bradley,Greg Stiemsma,Kevin Garnett,Paul Pierce,Rajon Rondo,Chris Singleton,John Wall,Jordan Crawford,Kevin Seraphin,Trevor Booker
201203250BOS,2012,WAS,BOS,20,Chris Singleton,John Wall,Jordan Crawford,Kevin Seraphin,Trevor Booker,Avery Bradley,Brandon Bass,Greg Stiemsma,Paul Pierce,Rajon Rondo
201203250BOS,2012,WAS,BOS,22,Chris Singleton,John Wall,Jordan Crawford,Kevin Seraphin,Trevor Booker,Avery Bradley,Brandon Bass,Paul Pierce,Rajon Rondo,Ryan Hollins
201203250BOS,2012,BOS,WAS,24,Avery Bradley,Brandon Bass,Paul Pierce,Rajon Rondo,Ryan Hollins,Brian Cook,Edwin Ubiles,Jan Vesely,John Wall,Jordan Crawford
201203250BOS,2012,WAS,BOS,25,Chris Singleton,John Wall,Jordan Crawford,Kevin Seraphin,Trevor Booker,Avery Bradley,Brandon Bass,Kevin Garnett,Paul Pierce,Rajon Rondo
201203250BOS,2012,WAS,BOS,32,John Wall,Jordan Crawford,Kevin Seraphin,Maurice Evans,Trevor Booker,Avery Bradley,Brandon Bass,Greg Stiemsma,Paul Pierce,Rajon Rondo
201203250BOS,2012,WAS,BOS,33,Jan Vesely,John Wall,Jordan Crawford,Maurice Evans,Trevor Booker,Avery Bradley,Brandon Bass,Greg Stiemsma,Paul Pierce,Rajon Rondo
201203250BOS,2012,BOS,WAS,37,Avery Bradley,Greg Stiemsma,Kevin Garnett,Keyon Dooling,Marquis Daniels,Brian Cook,Jan Vesely,Maurice Evans,Roger Mason,Shelvin Mack
201203250BOS,2012,BOS,WAS,39,Avery Bradley,Kevin Garnett,Keyon Dooling,Marquis Daniels,Ryan Hollins,Brian Cook,Jan Vesely,Maurice Evans,Roger Mason,Shelvin Mack
201203250BOS,2012,WAS,BOS,40,Jan Vesely,Kevin Seraphin,Maurice Evans,Roger Mason,Shelvin Mack,Avery Bradley,Kevin Garnett,Keyon Dooling,Marquis Daniels,Ryan Hollins
201203250BOS,2012,WAS,BOS,42,Chris Singleton,Jan Vesely,John Wall,Jordan Crawford,Kevin Seraphin,Avery Bradley,Brandon Bass,Keyon Dooling,Paul Pierce,Ryan Hollins
201203250BOS,2012,BOS,WAS,43,Brandon Bass,Keyon Dooling,Paul Pierce,Rajon Rondo,Ryan Hollins,Chris Singleton,Jan Vesely,John Wall,Jordan Crawford,Kevin Seraphin
201203250BOS,2012,WAS,BOS,46,Chris Singleton,Jan Vesely,John Wall,Jordan Crawford,Kevin Seraphin,E'Twaun Moore,JaJuan Johnson,Marquis Daniels,Ryan Hollins,Sasha Pavlovic
201203250BOS,2012,WAS,BOS,47,Edwin Ubiles,Jan Vesely,Kevin Seraphin,Roger Mason,Shelvin Mack,E'Twaun Moore,JaJuan Johnson,Marquis Daniels,Ryan Hollins,Sasha Pavlovic
201203260WAS,2012,WAS,DET,0,Chris Singleton,John Wall,Jordan Crawford,Kevin Seraphin,Nene Hilario,Brandon Knight,Greg Monroe,Jason Maxiell,Rodney Stuckey,Tayshaun Prince
201203260WAS,2012,DET,WAS,9,Ben Gordon,Brandon Knight,Greg Monroe,Jason Maxiell,Tayshaun Prince,Chris Singleton,Jan Vesely,John Wall,Jordan Crawford,Nene Hilario
201203260WAS,2012,DET,WAS,10,Ben Gordon,Ben Wallace,Brandon Knight,Jason Maxiell,Tayshaun Prince,Brian Cook,Chris Singleton,Jan Vesely,John Wall,Jordan Crawford
201203260WAS,2012,DET,WAS,11,Ben Gordon,Ben Wallace,Brandon Knight,Jonas Jerebko,Tayshaun Prince,Brian Cook,Chris Singleton,Jan Vesely,John Wall,Roger Mason
201203260WAS,2012,DET,WAS,12,Ben Gordon,Ben Wallace,Brandon Knight,Jonas Jerebko,Tayshaun Prince,Brian Cook,Chris Singleton,Jan Vesely,Roger Mason,Shelvin Mack
